date,count,sum,high_user_ratio,high_user_ratio_smooth
2024-08-18,189,50,0.26455026455026454,0.24148548816816953
2024-08-19,189,42,0.2222222222222222,0.23849863034260202
2024-08-20,190,49,0.2578947368421053,0.24822240787153074
2024-08-21,189,41,0.21693121693121692,0.2323493919985149
2024-08-22,189,49,0.25925925925925924,0.24469507101086055
2024-08-23,187,20,0.10695187165775401,0.1943807826160768
2024-08-24,150,2,0.013333333333333334,0.12651482141678227
2024-08-25,148,40,0.2702702702702703,0.1301851584204526
2024-08-26,189,32,0.1693121693121693,0.15097192430525772
2024-08-27,187,34,0.18181818181818182,0.20713354046687385
2024-08-28,187,41,0.2192513368983957,0.1901272293429157
2024-08-29,191,13,0.06806282722513089,0.1563774486472362
2024-08-30,188,4,0.02127659574468085,0.10286358662273588
2024-08-31,16,0,0.0,0.02977980765660399
2024-09-02,7,5,0.7142857142857143,0.24518743667679846
2024-09-03,187,44,0.23529411764705882,0.31652661064425774
2024-09-04,187,48,0.25668449197860965,0.402088107970461
2024-09-05,187,57,0.3048128342245989,0.2655971479500892
2024-09-06,187,60,0.32085561497326204,0.2941176470588236
2024-09-07,186,65,0.34946236559139787,0.32504360492975304
2024-09-08,184,61,0.33152173913043476,0.33394657323169835
2024-09-09,184,48,0.2608695652173913,0.31395122331307473
2024-09-10,184,48,0.2608695652173913,0.2844202898550725
2024-09-11,185,53,0.2864864864864865,0.26940853897375644
2024-09-12,184,59,0.32065217391304346,0.2893360752056405
2024-09-13,183,57,0.3114754098360656,0.3062046900785319
2024-09-14,182,62,0.34065934065934067,0.32426230813615
2024-09-15,183,60,0.32786885245901637,0.32666786765147426
2024-09-16,185,48,0.2594594594594595,0.30932921752593895
2024-09-17,182,43,0.23626373626373626,0.2745306827274041
2024-09-18,184,43,0.23369565217391305,0.243139615965703
2024-09-19,182,45,0.24725274725274726,0.23907071189679893
2024-09-20,184,48,0.2608695652173913,0.24727265488135064
2024-09-21,185,61,0.32972972972972975,0.27928401406662284
2024-09-22,183,65,0.3551912568306011,0.3152635172592408
2024-09-23,186,60,0.3225806451612903,0.3358338772405405
2024-09-24,183,57,0.3114754098360656,0.32974910394265244
2024-09-25,182,56,0.3076923076923077,0.31391612089655463
2024-09-26,184,56,0.30434782608695654,0.3078385145384434
2024-09-27,183,69,0.3770491803278688,0.3296964380357111
2024-09-28,183,75,0.4098360655737705,0.36374435732953203
2024-09-29,175,69,0.3942857142857143,0.39372365339578463
2024-09-30,181,44,0.2430939226519337,0.3490719008371396
2024-10-02,181,63,0.34806629834254144,0.3284819784267299
2024-10-03,180,59,0.3277777777777778,0.30631266625741776
2024-10-04,181,67,0.3701657458563536,0.34866994065889106
2024-10-05,180,67,0.37222222222222223,0.3567219152854513
2024-10-06,177,71,0.4011299435028249,0.3811726371938003
2024-10-07,178,61,0.34269662921348315,0.3720162649795102
2024-10-08,180,65,0.3611111111111111,0.36831256127580647
2024-10-09,180,63,0.35,0.3512692467748648
2024-10-10,179,60,0.33519553072625696,0.3487688806124561
2024-10-11,178,70,0.39325842696629215,0.3594846525641831
2024-10-12,181,82,0.4530386740331492,0.3938308772418995
2024-10-13,174,86,0.4942528735632184,0.4468499915208867
2024-10-14,178,79,0.4438202247191011,0.4637039241051563
2024-10-15,176,68,0.38636363636363635,0.441478911548652
2024-10-16,178,66,0.3707865168539326,0.4003234593122234
2024-10-17,182,61,0.33516483516483514,0.3641049961274681
2024-10-18,180,65,0.3611111111111111,0.3556874877099598
2024-10-19,182,73,0.4010989010989011,0.3657916157916159
2024-10-20,177,80,0.4519774011299435,0.4047291377799853
2024-10-21,177,69,0.3898305084745763,0.4143022702344737
2024-10-24,180,69,0.38333333333333336,0.4083804143126178
2024-10-25,182,75,0.41208791208791207,0.39508391796527403
2024-10-26,182,80,0.43956043956043955,0.41166056166056175
2024-10-28,179,77,0.4301675977653631,0.42727198313790504
2024-10-29,179,66,0.3687150837988827,0.41281437370822854
2024-10-30,179,72,0.4022346368715084,0.4003724394785848
2024-10-31,178,69,0.38764044943820225,0.3861967233695312
2024-11-02,179,83,0.46368715083798884,0.4178540790492333
2024-11-03,172,80,0.46511627906976744,0.43881462644865293
2024-11-04,174,70,0.40229885057471265,0.4437007601608231
2024-11-05,176,78,0.4431818181818182,0.4368656492754328
2024-11-06,176,82,0.4659090909090909,0.4371299198885407
2024-11-07,176,80,0.45454545454545453,0.4545454545454546
2024-11-08,173,88,0.5086705202312138,0.47637502189525316
2024-11-09,177,93,0.5254237288135594,0.496213234530076
2024-11-10,170,92,0.5411764705882353,0.5250902398776696
2024-11-11,173,85,0.4913294797687861,0.5193098930568604
2024-11-12,173,82,0.47398843930635837,0.5021647965544599
2024-11-13,175,81,0.46285714285714286,0.4760583539774292
2024-11-14,176,83,0.4715909090909091,0.4694788304181368
2024-11-15,170,79,0.4647058823529412,0.46638464476699787
2024-11-16,175,93,0.5314285714285715,0.48924178762414067
2024-11-17,170,92,0.5411764705882353,0.512436974789916
2024-11-18,173,89,0.5144508670520231,0.5290186363562767
2024-11-19,170,91,0.5352941176470588,0.5303071517624391
2024-11-20,167,96,0.5748502994011976,0.54153176136676
2024-11-21,165,103,0.6242424242424243,0.5781289470968937
2024-11-22,162,97,0.5987654320987654,0.5992860519141292
2024-11-23,165,99,0.6,0.6076692854470632
2024-11-24,172,102,0.5930232558139535,0.5972628959709064
2024-11-25,173,92,0.5317919075144508,0.5749383877761348
2024-11-26,174,79,0.4540229885057471,0.5262793839447172
2024-11-27,169,95,0.5621301775147929,0.5159816911783303
2024-11-28,167,94,0.562874251497006,0.5263424725058488
2024-11-29,171,94,0.5497076023391813,0.5582373437836601
2024-11-30,170,86,0.5058823529411764,0.5394880689257879
